iter	Passed	Remaining
3218	40078	22174
3219	40090	22161
3220	40101	22148
3221	40113	22135
3222	40124	22122
3223	40137	22110
3224	40149	22097
3225	40161	22085
3226	40173	22072
3227	40186	22060
3228	40199	22047
3229	40211	22035
3230	40224	22023
3231	40236	22010
3232	40248	21997
3233	40259	21984
3234	40271	21971
3235	40283	21958
3236	40295	21946
3237	40307	21933
3238	40318	21920
3239	40331	21908
3240	40343	21895
3241	40355	21883
3242	40368	21870
3243	40381	21859
3244	40395	21847
3245	40408	21835
3246	40423	21823
3247	40437	21812
3248	40452	21801
3249	40467	21790
3250	40482	21779
3251	40496	21767
3252	40511	21756
3253	40526	21745
3254	40542	21734
3255	40558	21724
3256	40573	21713
3257	40588	21701
3258	40603	21690
3259	40618	21679
3260	40633	21668
3261	40648	21657
3262	40662	21646
3263	40677	21634
3264	40691	21623
3265	40707	21612
3266	40722	21601
3267	40738	21590
3268	40752	21579
3269	40766	21567
3270	40781	21556
3271	40794	21544
3272	40807	21532
3273	40821	21520
3274	40836	21509
3275	40850	21497
3276	40866	21487
3277	40879	21474
3278	40893	21463
3279	40907	21451
3280	40920	21439
3281	40932	21426
3282	40946	21414
3283	40958	21402
3284	40972	21390
3285	40984	21377
3286	40997	21365
3287	41009	21352
3288	41020	21339
3289	41031	21326
3290	41043	21313
3291	41055	21301
3292	41068	21288
3293	41080	21276
3294	41093	21263
3295	41105	21250
3296	41116	21237
3297	41129	21225
3298	41140	21212
3299	41152	21199
3300	41164	21187
3301	41176	21174
3302	41188	21161
3303	41199	21148
3304	41210	21135
3305	41223	21122
3306	41236	21110
3307	41248	21098
3308	41260	21085
3309	41270	21071
3310	41283	21059
3311	41293	21045
3312	41305	21033
3313	41316	21019
3314	41328	21006
3315	41338	20993
3316	41349	20980
3317	41360	20967
3318	41372	20954
3319	41383	20940
3320	41393	20927
3321	41406	20915
3322	41417	20902
3323	41430	20889
3324	41442	20877
3325	41455	20865
3326	41469	20853
3327	41483	20841
3328	41496	20829
3329	41508	20816
3330	41519	20803
3331	41532	20791
3332	41544	20778
3333	41556	20765
3334	41568	20753
3335	41579	20740
3336	41591	20727
3337	41602	20713
3338	41613	20700
3339	41626	20688
3340	41638	20675
3341	41649	20662
3342	41661	20650
3343	41673	20637
3344	41686	20625
3345	41698	20612
3346	41711	20600
3347	41723	20587
3348	41736	20575
3349	41749	20563
3350	41761	20550
3351	41774	20538
3352	41788	20526
3353	41801	20514
3354	41811	20500
3355	41823	20488
3356	41835	20475
3357	41846	20462
3358	41859	20450
3359	41871	20437
3360	41883	20424
3361	41894	20411
3362	41906	20398
3363	41918	20385
3364	41930	20373
3365	41945	20362
3366	41959	20350
3367	41971	20337
3368	41986	20326
3369	42000	20314
3370	42015	20303
3371	42029	20291
3372	42041	20279
3373	42054	20266
3374	42066	20254
3375	42079	20241
3376	42090	20229
3377	42102	20216
3378	42114	20203
3379	42125	20190
3380	42137	20177
3381	42149	20164
3382	42162	20152
3383	42173	20139
3384	42186	20127
3385	42198	20114
3386	42210	20101
3387	42221	20088
3388	42233	20075
3389	42244	20063
3390	42256	20050
3391	42267	20037
3392	42279	20024
3393	42290	20011
3394	42302	19998
3395	42313	19985
3396	42325	19972
3397	42339	19961
3398	42350	19947
3399	42362	19935
3400	42374	19922
3401	42385	19909
3402	42396	19896
3403	42408	19883
3404	42420	19870
3405	42432	19858
3406	42445	19846
3407	42459	19834
3408	42473	19822
3409	42487	19810
3410	42500	19798
3411	42513	19786
3412	42529	19775
3413	42541	19762
3414	42552	19750
3415	42565	19737
3416	42577	19724
3417	42588	19711
3418	42601	19699
3419	42612	19686
3420	42623	19673
3421	42634	19660
3422	42646	19647
3423	42658	19634
3424	42670	19622
3425	42681	19609
3426	42694	19596
3427	42706	19583
3428	42717	19571
3429	42729	19558
3430	42741	19545
3431	42752	19532
3432	42763	19519
3433	42775	19506
3434	42786	19493
3435	42797	19480
3436	42809	19467
3437	42821	19455
3438	42832	19442
3439	42844	19429
3440	42856	19416
3441	42868	19404
3442	42879	19391
3443	42891	19378
3444	42902	19365
3445	42914	19352
3446	42928	19340
3447	42940	19328
3448	42951	19315
3449	42963	19302
3450	42975	19289
3451	42989	19278
3452	43003	19266
3453	43015	19253
3454	43028	19241
3455	43041	19228
3456	43055	19217
3457	43068	19205
3458	43080	19192
3459	43092	19179
3460	43104	19167
3461	43117	19154
3462	43130	19142
3463	43144	19130
3464	43155	19118
3465	43168	19105
3466	43180	19093
3467	43192	19080
3468	43203	19067
3469	43215	19054
3470	43226	19041
3471	43236	19028
3472	43248	19015
3473	43260	19002
3474	43271	18989
3475	43282	18976
3476	43293	18963
3477	43303	18949
3478	43313	18936
3479	43325	18923
3480	43337	18911
3481	43350	18898
3482	43361	18885
3483	43373	18873
3484	43384	18860
3485	43395	18846
3486	43406	18834
3487	43418	18821
3488	43429	18808
3489	43439	18794
3490	43450	18781
3491	43462	18769
3492	43474	18756
3493	43486	18743
3494	43500	18731
3495	43513	18719
3496	43526	18707
3497	43538	18694
3498	43551	18682
3499	43564	18670
3500	43577	18658
3501	43589	18645
3502	43602	18633
3503	43614	18620
3504	43626	18607
3505	43637	18594
3506	43647	18581
3507	43659	18568
3508	43670	18555
3509	43681	18542
3510	43691	18529
3511	43703	18516
3512	43715	18504
3513	43726	18491
3514	43738	18478
3515	43750	18465
3516	43763	18453
3517	43774	18440
3518	43786	18427
3519	43799	18415
3520	43811	18403
3521	43824	18390
3522	43835	18377
3523	43847	18365
3524	43858	18352
3525	43869	18339
3526	43881	18326
3527	43892	18313
3528	43903	18300
3529	43912	18286
3530	43926	18274
3531	43938	18261
3532	43949	18249
3533	43963	18237
3534	43975	18224
3535	43987	18212
3536	44000	18199
3537	44014	18188
3538	44029	18176
3539	44042	18164
3540	44055	18152
3541	44066	18139
3542	44078	18126
3543	44091	18114
3544	44105	18102
3545	44117	18089
3546	44130	18077
3547	44143	18065
3548	44155	18052
3549	44167	18040
3550	44180	18027
3551	44191	18015
3552	44204	18002
3553	44216	17990
3554	44228	17977
3555	44239	17964
3556	44251	17951
3557	44263	17939
3558	44276	17926
3559	44290	17915
3560	44301	17902
3561	44313	17889
3562	44324	17876
3563	44336	17863
3564	44347	17851
3565	44359	17838
3566	44372	17825
3567	44384	17813
3568	44397	17801
3569	44408	17788
3570	44420	17775
3571	44432	17763
3572	44443	17750
3573	44455	17737
3574	44467	17724
3575	44481	17712
3576	44494	17700
3577	44508	17689
3578	44524	17677
3579	44539	17666
3580	44552	17654
3581	44567	17642
3582	44582	17631
3583	44598	17620
3584	44611	17608
3585	44625	17596
3586	44640	17584
3587	44655	17573
3588	44671	17562
3589	44686	17550
3590	44701	17539
3591	44715	17527
3592	44730	17516
3593	44743	17504
3594	44757	17492
3595	44771	17480
3596	44785	17468
3597	44800	17456
3598	44813	17444
3599	44827	17432
3600	44843	17421
3601	44857	17409
3602	44870	17397
3603	44884	17385
3604	44899	17374
3605	44914	17362
3606	44929	17351
3607	44944	17340
3608	44958	17328
3609	44975	17317
3610	44990	17305
3611	45004	17294
3612	45019	17282
3613	45034	17271
3614	45046	17258
3615	45061	17247
3616	45075	17235
3617	45089	17223
3618	45102	17211
3619	45118	17199
3620	45133	17188
3621	45148	17176
3622	45162	17165
3623	45176	17153
3624	45189	17140
3625	45201	17128
3626	45213	17115
3627	45225	17102
3628	45237	17090
3629	45248	17077
3630	45259	17064
3631	45270	17051
3632	45282	17038
3633	45295	17026
3634	45306	17013
3635	45318	17000
3636	45330	16987
3637	45341	16975
3638	45354	16962
3639	45369	16951
3640	45382	16939
3641	45396	16926
3642	45410	16915
3643	45425	16903
3644	45440	16892
3645	45455	16880
3646	45470	16869
3647	45485	16857
3648	45498	16845
3649	45513	16833
3650	45526	16821
3651	45538	16808
3652	45550	16796
3653	45563	16783
3654	45575	16771
3655	45588	16758
3656	45600	16746
3657	45613	16733
3658	45625	16721
3659	45637	16708
3660	45648	16695
3661	45660	16683
3662	45673	16670
3663	45685	16658
3664	45698	16646
3665	45710	16633
3666	45722	16620
3667	45735	16608
3668	45747	16595
3669	45758	16582
3670	45770	16570
3671	45781	16557
3672	45794	16544
3673	45806	16532
3674	45818	16519
3675	45831	16507
3676	45846	16495
3677	45863	16484
3678	45887	16476
3679	45908	16467
3680	45931	16458
3681	45950	16448
3682	45971	16438
3683	45991	16429
3684	46011	16419
3685	46025	16407
3686	46039	16395
3687	46051	16382
3688	46062	16369
3689	46074	16357
3690	46086	16344
3691	46099	16332
3692	46111	16319
3693	46126	16307
3694	46139	16295
3695	46153	16283
3696	46166	16271
3697	46180	16259
3698	46194	16247
3699	46207	16235
3700	46220	16222
3701	46232	16210
3702	46246	16198
3703	46259	16185
3704	46271	16173
3705	46284	16160
3706	46296	16148
3707	46308	16135
3708	46320	16122
3709	46333	16110
3710	46345	16097
3711	46358	16085
3712	46371	16073
3713	46383	16060
3714	46395	16048
3715	46411	16036
3716	46427	16025
3717	46442	16013
3718	46458	16002
3719	46477	15992
3720	46492	15980
3721	46512	15970
3722	46533	15961
3723	46551	15950
3724	46571	15940
3725	46589	15929
3726	46606	15918
3727	46621	15907
3728	46635	15895
3729	46649	15883
3730	46665	15871
3731	46682	15861
3732	46695	15848
3733	46708	15836
3734	46723	15824
3735	46738	15812
3736	46750	15800
3737	46763	15787
3738	46776	15775
3739	46788	15762
3740	46801	15750
3741	46812	15737
3742	46824	15724
3743	46836	15712
3744	46847	15699
3745	46859	15686
3746	46870	15673
3747	46882	15660
3748	46895	15648
3749	46907	15635
3750	46922	15624
3751	46935	15611
3752	46949	15599
3753	46963	15587
3754	46978	15576
3755	46992	15564
3756	47005	15551
3757	47020	15540
3758	47035	15528
3759	47049	15516
3760	47063	15504
3761	47078	15492
3762	47092	15480
3763	47107	15468
3764	47121	15456
3765	47136	15445
3766	47149	15432
3767	47164	15420
3768	47179	15409
3769	47192	15397
3770	47208	15385
3771	47222	15373
3772	47236	15361
3773	47248	15348
3774	47262	15336
3775	47278	15325
3776	47293	15313
3777	47306	15301
3778	47321	15289
3779	47334	15277
3780	47350	15265
3781	47363	15253
3782	47376	15241
3783	47392	15229
3784	47406	15217
3785	47419	15205
3786	47432	15192
3787	47444	15180
3788	47455	15167
3789	47468	15154
3790	47480	15142
3791	47491	15129
3792	47501	15115
3793	47513	15103
3794	47525	15090
3795	47537	15077
3796	47549	15065
3797	47560	15052
3798	47574	15039
3799	47585	15026
3800	47596	15014
3801	47609	15001
3802	47620	14988
3803	47632	14975
3804	47644	14963
3805	47657	14950
3806	47669	14938
3807	47681	14925
3808	47695	14913
3809	47709	14901
3810	47721	14888
3811	47735	14876
3812	47749	14864
3813	47762	14852
3814	47775	14839
3815	47788	14827
3816	47801	14815
3817	47814	14802
3818	47827	14790
3819	47839	14777
3820	47851	14764
3821	47863	14752
3822	47876	14739
3823	47888	14727
3824	47900	14714
3825	47912	14701
3826	47924	14689
3827	47935	14676
3828	47947	14663
3829	47959	14650
3830	47972	14638
3831	47986	14626
3832	47998	14613
3833	48008	14600
3834	48019	14587
3835	48030	14574
3836	48042	14561
3837	48055	14549
3838	48066	14536
3839	48079	14523
3840	48093	14511
3841	48107	14499
3842	48123	14488
3843	48140	14477
3844	48156	14465
3845	48172	14454
3846	48188	14442
3847	48206	14431
3848	48221	14420
3849	48236	14408
3850	48252	14396
3851	48268	14385
3852	48284	14373
3853	48299	14362
3854	48315	14350
3855	48332	14339
3856	48349	14328
3857	48366	14316
3858	48380	14304
3859	48396	14293
3860	48414	14282
3861	48431	14271
3862	48445	14259
3863	48462	14247
3864	48480	14236
3865	48497	14225
3866	48516	14215
3867	48531	14203
3868	48547	14191
3869	48562	14179
3870	48578	14168
3871	48592	14156
3872	48608	14144
3873	48624	14132
3874	48640	14121
3875	48656	14109
3876	48674	14098
3877	48691	14087
3878	48708	14076
3879	48726	14065
3880	48743	14054
3881	48761	14043
3882	48776	14031
3883	48792	14019
3884	48811	14008
3885	48826	13996
3886	48842	13985
3887	48857	13973
3888	48872	13961
3889	48888	13950
3890	48902	13938
3891	48916	13925
3892	48931	13914
3893	48947	13902
3894	48961	13890
3895	48974	13877
3896	48987	13865
3897	49004	13853
3898	49018	13841
3899	49033	13829
3900	49048	13818
3901	49064	13806
3902	49080	13794
3903	49096	13783
3904	49109	13770
3905	49122	13758
3906	49134	13745
3907	49146	13732
3908	49157	13719
3909	49168	13706
3910	49180	13693
3911	49192	13681
3912	49204	13668
3913	49217	13656
3914	49228	13643
3915	49241	13630
3916	49255	13618
3917	49267	13605
3918	49280	13593
3919	49290	13580
3920	49302	13567
3921	49314	13554
3922	49325	13541
3923	49338	13528
3924	49350	13516
3925	49362	13503
3926	49375	13491
3927	49385	13477
3928	49398	13465
3929	49410	13452
3930	49422	13439
3931	49434	13427
3932	49448	13415
3933	49460	13402
3934	49472	13389
3935	49485	13377
3936	49499	13364
3937	49510	13351
3938	49523	13339
3939	49536	13327
3940	49549	13314
3941	49562	13302
3942	49576	13289
3943	49588	13277
3944	49601	13264
3945	49614	13252
3946	49627	13239
3947	49639	13227
3948	49651	13214
3949	49664	13201
3950	49676	13189
3951	49687	13176
3952	49698	13163
3953	49711	13150
3954	49724	13138
3955	49737	13125
3956	49750	13113
3957	49763	13100
3958	49775	13088
3959	49787	13075
3960	49800	13063
3961	49812	13050
3962	49825	13037
3963	49837	13025
3964	49849	13012
3965	49862	12999
3966	49874	12987
3967	49886	12974
3968	49897	12961
3969	49911	12949
3970	49923	12936
3971	49936	12924
3972	49950	12911
3973	49967	12900
3974	49984	12889
3975	50001	12877
3976	50017	12865
3977	50035	12854
3978	50051	12843
3979	50065	12830
3980	50079	12818
3981	50096	12807
3982	50110	12794
3983	50125	12783
3984	50140	12771
3985	50155	12759
3986	50171	12747
3987	50187	12735
3988	50204	12724
3989	50225	12713
3990	50241	12702
3991	50257	12690
3992	50271	12677
3993	50284	12665
3994	50298	12653
3995	50312	12640
3996	50326	12628
3997	50340	12616
3998	50354	12604
3999	50368	12592
4000	50383	12580
4001	50397	12567
4002	50409	12555
4003	50423	12542
4004	50435	12530
4005	50448	12517
4006	50461	12505
4007	50473	12492
4008	50486	12480
4009	50498	12467
4010	50511	12454
4011	50523	12441
4012	50535	12429
4013	50548	12416
4014	50560	12404
4015	50572	12391
4016	50584	12378
4017	50597	12366
4018	50608	12353
4019	50620	12340
4020	50632	12327
4021	50644	12314
4022	50657	12302
4023	50671	12290
4024	50683	12277
4025	50696	12264
4026	50710	12252
4027	50722	12239
4028	50735	12227
4029	50748	12214
4030	50762	12202
4031	50774	12190
4032	50788	12177
4033	50801	12165
4034	50816	12153
4035	50830	12140
4036	50844	12128
4037	50858	12116
4038	50872	12104
4039	50885	12091
4040	50899	12079
4041	50911	12066
4042	50924	12054
4043	50937	12041
4044	50949	12028
4045	50962	12016
4046	50975	12003
4047	50988	11991
4048	51001	11978
4049	51013	11966
4050	51026	11953
4051	51038	11940
4052	51050	11928
4053	51062	11915
4054	51075	11902
4055	51087	11890
4056	51097	11877
4057	51109	11864
4058	51121	11851
4059	51133	11838
4060	51145	11826
4061	51157	11813
4062	51170	11800
4063	51183	11788
4064	51195	11775
4065	51207	11762
4066	51218	11750
4067	51231	11737
4068	51244	11724
4069	51257	11712
4070	51270	11699
4071	51285	11687
4072	51299	11675
4073	51312	11663
4074	51325	11650
4075	51339	11638
4076	51352	11625
4077	51364	11613
4078	51379	11601
4079	51393	11588
4080	51407	11576
4081	51419	11563
4082	51431	11551
4083	51442	11538
4084	51455	11525
4085	51467	11512
4086	51478	11499
4087	51489	11487
4088	51501	11474
4089	51513	11461
4090	51525	11448
4091	51537	11435
4092	51548	11423
4093	51561	11410
4094	51574	11397
4095	51586	11385
4096	51600	11372
4097	51614	11360
4098	51625	11347
4099	51637	11335
4100	51649	11322
4101	51661	11309
4102	51674	11297
4103	51686	11284
4104	51699	11271
4105	51711	11259
4106	51725	11246
4107	51739	11234
4108	51750	11221
4109	51764	11209
4110	51777	11196
4111	51789	11184
4112	51803	11171
4113	51816	11159
4114	51829	11146
4115	51842	11134
4116	51855	11121
4117	51869	11109
4118	51883	11097
4119	51895	11084
4120	51907	11071
4121	51919	11059
4122	51931	11046
4123	51944	11033
4124	51958	11021
4125	51970	11008
4126	51983	10996
4127	51995	10983
4128	52007	10970
4129	52019	10958
4130	52031	10945
4131	52041	10932
4132	52054	10919
4133	52065	10906
4134	52077	10894
4135	52089	10881
4136	52101	10868
4137	52113	10855
4138	52125	10843
4139	52137	10830
4140	52147	10817
4141	52160	10804
4142	52170	10791
4143	52181	10778
4144	52193	10766
4145	52203	10753
4146	52215	10740
4147	52226	10727
4148	52237	10714
4149	52249	10701
4150	52260	10688
4151	52272	10676
4152	52284	10663
4153	52296	10650
4154	52308	10637
4155	52320	10625
4156	52333	10612
4157	52346	10600
4158	52359	10587
4159	52372	10575
4160	52384	10562
4161	52395	10549
4162	52408	10537
4163	52421	10524
4164	52434	10511
4165	52447	10499
4166	52461	10487
4167	52473	10474
4168	52485	10461
4169	52498	10449
4170	52511	10436
4171	52525	10424
4172	52539	10412
4173	52551	10399
4174	52564	10387
4175	52577	10374
4176	52589	10361
4177	52603	10349
4178	52615	10336
4179	52627	10323
4180	52640	10311
4181	52653	10299
4182	52664	10286
4183	52676	10273
4184	52687	10260
4185	52699	10247
4186	52711	10235
4187	52722	10222
4188	52733	10209
4189	52746	10196
4190	52757	10183
4191	52769	10171
4192	52782	10158
4193	52794	10146
4194	52805	10133
4195	52816	10120
4196	52828	10107
4197	52840	10094
4198	52853	10082
4199	52866	10069
4200	52877	10056
4201	52888	10044
4202	52901	10031
4203	52912	10018
4204	52924	10005
4205	52935	9993
4206	52947	9980
4207	52958	9967
4208	52970	9954
4209	52983	9942
4210	52995	9929
4211	53007	9916
4212	53020	9904
4213	53033	9891
4214	53045	9879
4215	53058	9866
4216	53069	9853
4217	53081	9841
4218	53093	9828
4219	53104	9815
4220	53115	9802
4221	53127	9790
4222	53139	9777
4223	53152	9764
4224	53164	9752
4225	53177	9739
4226	53189	9726
4227	53202	9714
4228	53215	9701
4229	53227	9689
4230	53239	9676
4231	53251	9663
4232	53263	9651
4233	53274	9638
4234	53286	9625
4235	53298	9612
4236	53310	9600
4237	53323	9587
4238	53336	9575
4239	53348	9562
4240	53361	9549
4241	53376	9537
4242	53389	9525
4243	53402	9512
4244	53418	9500
4245	53433	9488
4246	53450	9476
4247	53468	9465
4248	53485	9453
4249	53503	9441
4250	53523	9430
4251	53542	9419
4252	53562	9407
4253	53581	9396
4254	53598	9384
4255	53616	9372
4256	53633	9360
4257	53651	9349
4258	53668	9337
4259	53686	9325
4260	53705	9314
4261	53724	9302
4262	53742	9291
4263	53759	9279
4264	53778	9267
4265	53797	9256
4266	53816	9244
4267	53833	9232
4268	53852	9221
4269	53871	9209
4270	53888	9198
4271	53905	9186
4272	53921	9174
4273	53938	9162
4274	53956	9150
4275	53975	9138
4276	53992	9127
4277	54006	9114
4278	54023	9102
4279	54039	9090
4280	54055	9078
4281	54069	9066
4282	54085	9054
4283	54100	9041
4284	54115	9029
4285	54130	9017
4286	54145	9005
4287	54159	8992
4288	54173	8980
4289	54189	8968
4290	54203	8956
4291	54218	8943
4292	54233	8931
4293	54247	8919
4294	54259	8906
4295	54272	8893
4296	54285	8881
4297	54298	8868
4298	54311	8856
4299	54324	8843
4300	54337	8830
4301	54349	8818
4302	54360	8805
4303	54373	8792
4304	54388	8780
4305	54402	8768
4306	54416	8755
4307	54429	8743
4308	54443	8730
4309	54457	8718
4310	54471	8705
4311	54485	8693
4312	54500	8681
4313	54514	8668
4314	54529	8656
4315	54543	8644
4316	54556	8631
4317	54570	8619
4318	54582	8606
4319	54597	8594
4320	54610	8581
4321	54625	8569
4322	54639	8556
4323	54651	8544
4324	54666	8531
4325	54679	8519
4326	54693	8506
4327	54707	8494
4328	54721	8481
4329	54736	8469
4330	54750	8457
4331	54764	8444
4332	54777	8432
4333	54789	8419
4334	54803	8407
4335	54816	8394
4336	54830	8381
4337	54842	8369
4338	54854	8356
4339	54867	8343
4340	54880	8331
4341	54892	8318
4342	54904	8305
4343	54917	8293
4344	54930	8280
4345	54941	8267
4346	54953	8254
4347	54964	8242
4348	54977	8229
4349	54991	8217
4350	55001	8204
4351	55014	8191
4352	55025	8178
4353	55038	8165
4354	55049	8153
4355	55062	8140
4356	55074	8127
4357	55086	8115
4358	55101	8102
4359	55114	8090
4360	55128	8077
4361	55143	8065
4362	55155	8052
4363	55167	8039
4364	55180	8027
4365	55193	8014
4366	55206	8002
4367	55219	7989
4368	55232	7976
4369	55243	7964
4370	55255	7951
4371	55266	7938
4372	55278	7925
4373	55290	7913
4374	55303	7900
4375	55316	7887
4376	55328	7875
4377	55340	7862
4378	55352	7849
4379	55365	7837
4380	55377	7824
4381	55389	7811
4382	55401	7798
4383	55412	7786
4384	55424	7773
4385	55435	7760
4386	55447	7747
4387	55459	7734
4388	55470	7722
4389	55482	7709
4390	55495	7696
4391	55507	7684
4392	55519	7671
4393	55530	7658
4394	55543	7645
4395	55555	7633
4396	55567	7620
4397	55580	7607
4398	55592	7595
4399	55604	7582
4400	55617	7569
4401	55629	7557
4402	55641	7544
4403	55653	7531
4404	55666	7519
4405	55679	7506
4406	55691	7493
4407	55703	7481
4408	55715	7468
4409	55729	7455
4410	55740	7443
4411	55753	7430
4412	55764	7417
4413	55776	7404
4414	55789	7392
4415	55801	7379
4416	55813	7366
4417	55825	7354
4418	55838	7341
4419	55851	7328
4420	55864	7316
4421	55878	7303
4422	55889	7291
4423	55903	7278
4424	55915	7265
4425	55927	7253
4426	55939	7240
4427	55952	7227
4428	55963	7214
4429	55976	7202
4430	55988	7189
4431	56001	7177
4432	56013	7164
4433	56025	7151
4434	56037	7138
4435	56049	7126
4436	56062	7113
4437	56074	7100
4438	56086	7088
4439	56099	7075
4440	56110	7062
4441	56123	7050
4442	56135	7037
4443	56148	7024
4444	56160	7012
4445	56172	6999
4446	56185	6986
4447	56199	6974
4448	56211	6961
4449	56223	6948
4450	56235	6936
4451	56247	6923
4452	56258	6910
4453	56271	6898
4454	56283	6885
4455	56297	6872
4456	56310	6860
4457	56323	6847
4458	56337	6835
4459	56350	6822
4460	56362	6809
4461	56375	6797
4462	56388	6784
4463	56401	6772
4464	56416	6759
4465	56430	6747
4466	56444	6734
4467	56455	6722
4468	56468	6709
4469	56482	6697
4470	56497	6684
4471	56509	6671
4472	56522	6659
4473	56536	6646
4474	56549	6634
4475	56563	6621
4476	56577	6609
4477	56590	6596
4478	56603	6584
4479	56616	6571
4480	56630	6559
4481	56642	6546
4482	56654	6533
4483	56667	6521
4484	56680	6508
4485	56692	6495
4486	56706	6483
4487	56718	6470
4488	56730	6457
4489	56742	6445
4490	56756	6432
4491	56768	6419
4492	56781	6407
4493	56793	6394
4494	56806	6382
4495	56818	6369
4496	56830	6356
4497	56844	6344
4498	56858	6331
4499	56871	6319
4500	56885	6306
4501	56900	6294
4502	56914	6281
4503	56928	6269
4504	56942	6256
4505	56956	6244
4506	56971	6231
4507	56985	6219
4508	56998	6206
4509	57012	6194
4510	57027	6181
4511	57041	6169
4512	57055	6156
4513	57071	6144
4514	57087	6132
4515	57101	6119
4516	57116	6107
4517	57131	6095
4518	57145	6082
4519	57159	6070
4520	57173	6057
4521	57185	6044
4522	57199	6032
4523	57211	6019
4524	57225	6007
4525	57240	5994
4526	57255	5982
4527	57272	5970
4528	57288	5957
4529	57302	5945
4530	57315	5932
4531	57331	5920
4532	57346	5907
4533	57359	5895
4534	57370	5882
4535	57384	5870
4536	57398	5857
4537	57411	5844
4538	57423	5832
4539	57435	5819
4540	57448	5806
4541	57459	5794
4542	57471	5781
4543	57483	5768
4544	57495	5755
4545	57508	5743
4546	57523	5730
4547	57536	5718
4548	57549	5705
4549	57562	5693
4550	57575	5680
4551	57588	5667
4552	57600	5655
4553	57613	5642
4554	57626	5629
4555	57638	5617
4556	57651	5604
4557	57663	5591
4558	57676	5579
4559	57687	5566
4560	57699	5553
4561	57711	5540
4562	57724	5528
4563	57736	5515
4564	57749	5502
4565	57761	5490
4566	57774	5477
4567	57787	5464
4568	57800	5452
4569	57813	5439
4570	57826	5427
4571	57840	5414
4572	57851	5401
4573	57865	5389
4574	57880	5376
4575	57894	5364
4576	57908	5351
4577	57921	5339
4578	57935	5326
4579	57949	5314
4580	57966	5301
4581	57982	5289
4582	57998	5277
4583	58014	5264
4584	58031	5252
4585	58048	5240
4586	58066	5228
4587	58080	5215
4588	58095	5203
4589	58109	5190
4590	58124	5178
4591	58140	5165
4592	58154	5153
4593	58168	5140
4594	58180	5128
4595	58195	5115
4596	58208	5102
4597	58224	5090
4598	58240	5078
4599	58256	5065
4600	58273	5053
4601	58290	5041
4602	58307	5028
4603	58323	5016
4604	58339	5004
4605	58357	4991
4606	58373	4979
4607	58390	4967
4608	58405	4954
4609	58422	4942
4610	58439	4930
4611	58455	4917
4612	58471	4905
4613	58487	4893
4614	58501	4880
4615	58515	4867
4616	58531	4855
4617	58546	4842
4618	58560	4830
4619	58574	4817
4620	58589	4805
4621	58603	4792
4622	58617	4780
4623	58632	4767
4624	58649	4755
4625	58665	4742
4626	58680	4730
4627	58695	4717
4628	58708	4705
4629	58724	4692
4630	58739	4680
4631	58754	4667
4632	58768	4655
4633	58782	4642
4634	58795	4630
4635	58810	4617
4636	58827	4605
4637	58842	4592
4638	58856	4580
4639	58870	4567
4640	58884	4554
4641	58897	4542
4642	58911	4529
4643	58924	4517
4644	58939	4504
4645	58953	4491
4646	58968	4479
4647	58982	4466
4648	58998	4454
4649	59013	4441
4650	59029	4429
4651	59044	4416
4652	59058	4404
4653	59075	4391
4654	59088	4379
4655	59102	4366
4656	59117	4354
4657	59131	4341
4658	59147	4329
4659	59161	4316
4660	59177	4304
4661	59191	4291
4662	59205	4278
4663	59218	4266
4664	59230	4253
4665	59242	4240
4666	59255	4228
4667	59268	4215
4668	59282	4202
4669	59295	4190
4670	59309	4177
4671	59324	4164
4672	59339	4152
4673	59352	4139
4674	59367	4127
4675	59379	4114
4676	59391	4101
4677	59405	4089
4678	59417	4076
4679	59430	4063
4680	59443	4050
4681	59456	4038
4682	59469	4025
4683	59484	4013
4684	59498	4000
4685	59512	3987
4686	59528	3975
4687	59541	3962
4688	59556	3950
4689	59570	3937
4690	59583	3924
4691	59598	3912
4692	59610	3899
4693	59624	3886
4694	59640	3874
4695	59655	3861
4696	59670	3849
4697	59686	3836
4698	59700	3824
4699	59714	3811
4700	59729	3798
4701	59743	3786
4702	59757	3773
4703	59773	3761
4704	59787	3748
4705	59802	3736
4706	59817	3723
4707	59831	3710
4708	59846	3698
4709	59861	3685
4710	59874	3673
4711	59888	3660
4712	59902	3647
4713	59915	3635
4714	59930	3622
4715	59944	3609
4716	59956	3597
4717	59969	3584
4718	59984	3571
4719	59999	3559
4720	60012	3546
4721	60026	3533
4722	60040	3521
4723	60053	3508
4724	60068	3496
4725	60082	3483
4726	60095	3470
4727	60108	3458
4728	60122	3445
4729	60137	3432
4730	60152	3420
4731	60166	3407
4732	60180	3394
4733	60195	3382
4734	60208	3369
4735	60223	3357
4736	60239	3344
4737	60254	3331
4738	60268	3319
4739	60280	3306
4740	60296	3293
4741	60311	3281
4742	60327	3268
4743	60343	3256
4744	60358	3243
4745	60373	3231
4746	60387	3218
4747	60402	3205
4748	60418	3193
4749	60433	3180
4750	60448	3168
4751	60464	3155
4752	60478	3142
4753	60493	3130
4754	60508	3117
4755	60522	3105
4756	60536	3092
4757	60550	3079
4758	60565	3067
4759	60579	3054
4760	60593	3041
4761	60606	3029
4762	60619	3016
4763	60632	3003
4764	60646	2990
4765	60660	2978
4766	60673	2965
4767	60686	2952
4768	60701	2940
4769	60715	2927
4770	60728	2914
4771	60741	2902
